,mean,sd,hpd_3%,hpd_97%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat
mu_movie[0],-2.217,1.174,-4.437,-0.02,0.007,0.007,26845.0,14450.0,26788.0,6728.0,1.0
mu_movie[1],-2.832,1.188,-5.035,-0.575,0.008,0.006,23277.0,16709.0,23233.0,6685.0,1.0
mu_movie[2],-1.701,1.213,-3.901,0.643,0.008,0.008,25878.0,11179.0,25813.0,6791.0,1.0
mu_movie[3],-6.516,1.372,-9.109,-3.926,0.009,0.007,24510.0,21883.0,24525.0,6552.0,1.0
mu_movie[4],0.115,1.426,-2.687,2.694,0.009,0.017,27099.0,3685.0,27114.0,7030.0,1.0
mu_movie[5],-5.841,0.992,-7.708,-3.978,0.006,0.005,24326.0,24201.0,24357.0,7162.0,1.0
mu_movie[6],-0.382,1.215,-2.7,1.885,0.008,0.014,24108.0,3939.0,24116.0,6830.0,1.0
mu_movie[7],-0.614,1.178,-2.851,1.54,0.008,0.012,19933.0,4954.0,19906.0,6834.0,1.0
mu_movie[8],-6.9,1.384,-9.517,-4.366,0.009,0.007,23978.0,20610.0,23968.0,6511.0,1.0
mu_movie[9],-3.374,1.045,-5.297,-1.366,0.007,0.005,24662.0,18085.0,24724.0,7256.0,1.0
mu_movie[10],1.581,1.115,-0.474,3.711,0.007,0.008,23959.0,10186.0,23929.0,6743.0,1.0
mu_movie[11],-5.409,1.115,-7.505,-3.325,0.007,0.006,22450.0,20357.0,22450.0,7293.0,1.0
mu_movie[12],-2.832,1.332,-5.284,-0.337,0.008,0.008,25858.0,14098.0,25794.0,6240.0,1.0
mu_movie[13],-5.178,1.21,-7.5,-2.96,0.008,0.006,23541.0,19845.0,23495.0,6760.0,1.0
mu_movie[14],-3.515,1.111,-5.561,-1.346,0.007,0.006,26774.0,19767.0,26789.0,6755.0,1.0
mu_movie[15],-1.481,1.795,-4.789,1.939,0.011,0.015,26694.0,7003.0,26697.0,6991.0,1.0
mu_movie[16],-7.064,1.227,-9.34,-4.78,0.008,0.006,22261.0,19921.0,22264.0,6546.0,1.0
mu_movie[17],-6.411,1.342,-8.979,-3.945,0.009,0.006,24464.0,22072.0,24468.0,7314.0,1.0
mu_movie[18],-1.141,1.547,-4.017,1.797,0.01,0.014,24381.0,6274.0,24453.0,6954.0,1.0
mu_movie[19],-0.006,1.56,-2.822,2.972,0.01,0.019,24182.0,3270.0,24096.0,6922.0,1.0
mu_movie[20],0.292,1.164,-1.819,2.521,0.007,0.014,26758.0,3385.0,26807.0,6309.0,1.0
mu_movie[21],-3.929,1.016,-5.844,-2.043,0.006,0.005,26493.0,22464.0,26476.0,6703.0,1.0
mu_movie[22],-7.293,1.142,-9.504,-5.227,0.007,0.005,28795.0,26825.0,28810.0,6388.0,1.0
mu_movie[23],-6.444,1.2,-8.663,-4.18,0.007,0.006,25702.0,22623.0,25741.0,7073.0,1.0
mu_movie[24],-2.25,1.1,-4.251,-0.147,0.007,0.006,25102.0,14343.0,25076.0,6476.0,1.0
mu_movie[25],-0.451,1.388,-3.092,2.104,0.009,0.016,25994.0,3736.0,26022.0,6695.0,1.0
mu_movie[26],-4.378,1.095,-6.41,-2.326,0.007,0.005,27567.0,23243.0,27513.0,6509.0,1.0
mu_movie[27],0.532,1.376,-2.11,3.086,0.009,0.016,25759.0,3909.0,25925.0,6529.0,1.0
mu_movie[28],-0.227,1.33,-2.72,2.238,0.008,0.016,25755.0,3352.0,25874.0,6543.0,1.0
mu_movie[29],-3.819,0.96,-5.544,-1.95,0.006,0.005,23964.0,20193.0,23977.0,6923.0,1.0
mu_movie[30],-4.337,1.229,-6.728,-2.134,0.008,0.006,25228.0,20893.0,25186.0,6136.0,1.0
mu_movie[31],1.662,1.762,-1.687,4.986,0.011,0.014,25845.0,7400.0,25835.0,6729.0,1.0
mu_movie[32],-0.493,1.141,-2.68,1.584,0.007,0.012,29280.0,4418.0,29182.0,6918.0,1.0
mu_movie[33],-5.161,1.148,-7.349,-3.039,0.007,0.006,23667.0,20183.0,23686.0,6939.0,1.0
mu_movie[34],-2.362,1.14,-4.382,-0.106,0.007,0.006,24206.0,15506.0,24149.0,7428.0,1.0
mu_movie[35],-2.497,1.295,-5.003,-0.187,0.008,0.007,26277.0,14929.0,26226.0,6604.0,1.0
mu_movie[36],-6.777,1.055,-8.837,-4.885,0.007,0.005,25198.0,23451.0,25298.0,7131.0,1.0
mu_movie[37],-1.683,1.043,-3.612,0.318,0.007,0.006,25006.0,13968.0,24861.0,7048.0,1.0
mu_movie[38],-4.209,1.22,-6.594,-2.005,0.007,0.006,27331.0,20759.0,27298.0,6293.0,1.0
mu_movie[39],-0.042,1.127,-2.176,2.083,0.007,0.014,24697.0,3138.0,24751.0,6551.0,1.0
mu_movie[40],-2.765,0.956,-4.584,-1.019,0.006,0.005,24219.0,18605.0,24194.0,6373.0,1.0
mu_movie[41],-1.779,1.438,-4.456,0.976,0.009,0.01,24774.0,10886.0,24662.0,6797.0,1.0
mu_movie[42],0.806,1.224,-1.528,3.055,0.007,0.011,26767.0,6022.0,26783.0,6953.0,1.0
mu_movie[43],-6.153,1.065,-8.171,-4.189,0.007,0.005,26551.0,23201.0,26506.0,6495.0,1.0
mu_movie[44],-3.671,1.216,-5.993,-1.459,0.008,0.006,24739.0,19898.0,24827.0,6601.0,1.0
mu_movie[45],-2.13,1.075,-4.103,-0.061,0.008,0.007,19978.0,12267.0,19995.0,6700.0,1.0
mu_movie[46],-4.53,1.12,-6.704,-2.494,0.007,0.006,24770.0,19652.0,24871.0,6768.0,1.0
mu_movie[47],-6.661,1.159,-8.917,-4.545,0.007,0.005,25201.0,23088.0,25203.0,7113.0,1.0
mu_movie[48],-6.292,1.272,-8.769,-3.927,0.008,0.006,26275.0,22918.0,26398.0,6443.0,1.0
mu_movie[49],-0.997,0.914,-2.755,0.672,0.006,0.007,22270.0,8869.0,22219.0,7139.0,1.0
mu_movie[50],-0.664,1.183,-2.942,1.463,0.007,0.012,25205.0,4541.0,25229.0,6166.0,1.0
mu_movie[51],-4.788,1.328,-7.29,-2.326,0.009,0.006,23429.0,20970.0,23483.0,7516.0,1.0
mu_movie[52],-5.083,1.2,-7.356,-2.831,0.008,0.006,22638.0,19636.0,22626.0,6785.0,1.0
mu_movie[53],-5.888,1.121,-7.914,-3.707,0.007,0.005,27476.0,22729.0,27533.0,6293.0,1.0
mu_movie[54],-1.436,1.08,-3.456,0.595,0.006,0.007,29283.0,11314.0,29250.0,6981.0,1.0
mu_movie[55],2.678,1.537,-0.201,5.559,0.01,0.009,24870.0,14111.0,24901.0,6584.0,1.0
mu_movie[56],-6.405,1.162,-8.648,-4.296,0.007,0.005,27873.0,24658.0,27765.0,6809.0,1.0
mu_movie[57],-4.55,1.089,-6.626,-2.562,0.007,0.005,27554.0,23212.0,27552.0,6590.0,1.0
mu_movie[58],-3.272,1.091,-5.252,-1.179,0.007,0.006,25493.0,19086.0,25498.0,6404.0,1.0
mu_movie[59],-5.578,0.982,-7.431,-3.72,0.007,0.005,21971.0,21096.0,21978.0,7196.0,1.0
mu_movie[60],-0.788,1.206,-3.065,1.436,0.008,0.011,24123.0,5978.0,24082.0,7050.0,1.0
mu_movie[61],-2.633,1.229,-4.847,-0.255,0.007,0.007,27963.0,15234.0,27906.0,5681.0,1.0
mu_movie[62],-5.692,1.078,-7.738,-3.701,0.007,0.005,27501.0,25357.0,27441.0,6890.0,1.0
mu_movie[63],-4.558,1.158,-6.83,-2.457,0.007,0.005,27697.0,22281.0,27684.0,6924.0,1.0
mu_movie[64],-4.283,1.028,-6.229,-2.368,0.006,0.005,25437.0,22646.0,25484.0,6960.0,1.0
mu_movie[65],-0.879,1.37,-3.435,1.766,0.009,0.013,21467.0,5589.0,21449.0,6792.0,1.0
mu_movie[66],1.353,1.372,-1.174,3.955,0.009,0.011,24473.0,8039.0,24599.0,6910.0,1.0
mu_movie[67],-4.22,1.129,-6.333,-2.144,0.007,0.005,25849.0,21960.0,25873.0,7408.0,1.0
mu_movie[68],2.892,1.359,0.33,5.45,0.009,0.008,21270.0,12918.0,21277.0,6916.0,1.0
mu_movie[69],-2.272,1.558,-5.29,0.58,0.01,0.01,26199.0,11014.0,26196.0,6799.0,1.0
mu_movie[70],-2.913,1.391,-5.484,-0.26,0.009,0.008,24386.0,14435.0,24506.0,6195.0,1.0
mu_movie[71],-4.518,1.273,-7.009,-2.217,0.008,0.007,24246.0,18712.0,24250.0,6605.0,1.0
mu_movie[72],-4.506,1.463,-7.268,-1.819,0.009,0.007,27240.0,21124.0,27229.0,7310.0,1.0
mu_movie[73],-2.878,1.53,-5.691,0.027,0.01,0.009,25742.0,13991.0,25713.0,6885.0,1.0
mu_movie[74],-5.406,1.311,-7.888,-2.883,0.009,0.007,20652.0,18461.0,20587.0,7488.0,1.0
mu_movie[75],-4.543,1.383,-7.116,-1.894,0.008,0.007,26770.0,19551.0,26624.0,6744.0,1.0
mu_movie[76],-3.198,1.262,-5.599,-0.842,0.008,0.007,28196.0,17137.0,28231.0,6976.0,1.0
mu_movie[77],-2.736,1.02,-4.689,-0.881,0.007,0.005,22148.0,19681.0,22260.0,7004.0,1.0
mu_movie[78],-8.094,1.224,-10.36,-5.783,0.008,0.006,25790.0,24047.0,25760.0,6158.0,1.0
mu_movie[79],-7.857,1.084,-9.961,-5.878,0.007,0.005,23480.0,22476.0,23517.0,6699.0,1.0
mu_movie[80],-0.001,1.045,-1.904,2.001,0.007,0.013,24453.0,3176.0,24577.0,6412.0,1.0
mu_movie[81],-4.996,1.126,-7.2,-2.948,0.007,0.006,25196.0,20812.0,25273.0,5883.0,1.0
mu_movie[82],0.542,1.15,-1.611,2.727,0.008,0.011,20646.0,5453.0,20633.0,7352.0,1.0
mu_movie[83],-2.588,1.321,-5.057,-0.146,0.008,0.008,24266.0,14462.0,24228.0,6789.0,1.0
mu_movie[84],2.874,1.26,0.437,5.149,0.009,0.007,20194.0,14394.0,20225.0,7116.0,1.0
mu_movie[85],-4.369,1.308,-6.865,-1.978,0.009,0.007,23636.0,18923.0,23641.0,6711.0,1.0
mu_movie[86],-3.316,1.278,-5.751,-0.921,0.008,0.007,22937.0,15675.0,22870.0,6678.0,1.0
mu_movie[87],-0.628,1.325,-3.179,1.781,0.009,0.014,23628.0,4810.0,23686.0,7010.0,1.0
mu_movie[88],-4.608,1.536,-7.594,-1.859,0.011,0.008,20945.0,16401.0,20923.0,6885.0,1.0
mu_movie[89],-1.656,1.065,-3.589,0.401,0.006,0.007,28108.0,12869.0,28070.0,6874.0,1.0
mu_movie[90],-8.718,1.512,-11.559,-5.93,0.009,0.007,27468.0,25792.0,27455.0,7361.0,1.0
mu_movie[91],-2.2,1.103,-4.218,-0.104,0.007,0.006,27870.0,15366.0,27876.0,6862.0,1.0
mu_movie[92],4.346,1.032,2.402,6.273,0.006,0.005,28335.0,24314.0,28434.0,6660.0,1.0
mu_movie[93],-1.436,1.389,-4.046,1.193,0.009,0.011,22405.0,7951.0,22403.0,6819.0,1.0
mu_movie[94],-3.22,1.117,-5.248,-1.083,0.007,0.006,26197.0,19359.0,26169.0,7156.0,1.0
mu_movie[95],-1.822,1.156,-4.022,0.29,0.007,0.007,25423.0,13030.0,25444.0,6842.0,1.0
mu_movie[96],-2.718,0.99,-4.614,-0.855,0.007,0.005,22360.0,16926.0,22314.0,7019.0,1.0
mu_movie[97],-1.519,1.153,-3.687,0.63,0.007,0.008,24466.0,9842.0,24474.0,6729.0,1.0
mu_movie[98],-5.499,1.036,-7.512,-3.581,0.007,0.005,23161.0,20921.0,23192.0,6854.0,1.0
mu_movie[99],-3.302,1.447,-6.123,-0.672,0.009,0.008,25170.0,16020.0,25201.0,6978.0,1.0
mu_movie[100],-6.571,1.092,-8.641,-4.54,0.007,0.005,24101.0,21845.0,24185.0,6065.0,1.0
mu_movie[101],-3.034,1.08,-5.158,-1.063,0.006,0.005,28448.0,19276.0,28557.0,6776.0,1.0
mu_movie[102],-5.11,1.162,-7.239,-2.876,0.007,0.005,25911.0,23662.0,26028.0,7265.0,1.0
mu_movie[103],0.864,1.221,-1.37,3.177,0.008,0.012,24859.0,5318.0,24921.0,6236.0,1.0
mu_movie[104],-2.764,1.635,-5.84,0.329,0.011,0.011,23101.0,11920.0,23062.0,6724.0,1.0
mu_movie[105],-7.36,0.966,-9.175,-5.574,0.006,0.005,24014.0,22066.0,24076.0,6470.0,1.0
mu_movie[106],-0.101,1.294,-2.442,2.399,0.008,0.016,25324.0,3429.0,25280.0,6437.0,1.0
mu_movie[107],-2.48,1.093,-4.491,-0.376,0.008,0.006,20928.0,15089.0,20885.0,6625.0,1.0
mu_movie[108],-4.294,1.146,-6.389,-2.06,0.008,0.006,23164.0,19992.0,23193.0,6592.0,1.0
mu_movie[109],-0.012,1.536,-2.97,2.737,0.01,0.018,24721.0,3637.0,24748.0,7211.0,1.0
mu_movie[110],-2.493,1.457,-5.132,0.323,0.01,0.009,22089.0,13455.0,22085.0,6402.0,1.0
mu_movie[111],-0.472,1.079,-2.519,1.527,0.007,0.011,23150.0,5169.0,23181.0,7232.0,1.0
mu_movie[112],-1.288,1.083,-3.287,0.773,0.007,0.008,26260.0,10102.0,26317.0,6804.0,1.0
mu_movie[113],-0.935,1.297,-3.235,1.617,0.008,0.012,26218.0,5539.0,25979.0,6663.0,1.0
mu_movie[114],-3.914,1.529,-6.823,-1.061,0.01,0.008,24690.0,17418.0,24650.0,6853.0,1.0
mu_movie[115],-7.344,1.004,-9.178,-5.416,0.006,0.004,26372.0,26248.0,26288.0,6189.0,1.0
mu_movie[116],-2.288,1.101,-4.351,-0.183,0.007,0.006,26508.0,14483.0,26503.0,6568.0,1.0
mu_movie[117],-6.594,1.379,-9.221,-4.133,0.009,0.007,24899.0,21357.0,24779.0,6805.0,1.0
mu_movie[118],-1.451,1.136,-3.639,0.653,0.007,0.008,26114.0,9414.0,26118.0,6790.0,1.0
mu_movie[119],-5.069,1.135,-7.106,-2.787,0.008,0.006,21761.0,20449.0,21820.0,7203.0,1.0
mu_movie[120],-2.033,1.007,-3.884,-0.114,0.006,0.006,29947.0,15587.0,29951.0,6772.0,1.0
mu_movie[121],-3.087,1.241,-5.43,-0.781,0.008,0.007,24120.0,16222.0,24153.0,7170.0,1.0
mu_movie[122],-6.202,1.135,-8.275,-3.975,0.007,0.005,24731.0,22670.0,24651.0,7251.0,1.0
mu_movie[123],-4.364,1.305,-6.789,-1.866,0.008,0.007,24253.0,19867.0,24245.0,7531.0,1.0
mu_movie[124],-4.116,0.916,-5.805,-2.394,0.006,0.004,25847.0,23054.0,25960.0,7465.0,1.0
mu_movie[125],-1.131,1.182,-3.419,0.983,0.008,0.01,23961.0,6765.0,23921.0,6428.0,1.0
mu_movie[126],-3.673,1.119,-5.727,-1.562,0.008,0.006,20454.0,16800.0,20465.0,6749.0,1.0
mu_movie[127],0.869,1.545,-1.993,3.804,0.01,0.015,24597.0,5465.0,24574.0,7140.0,1.0
mu_movie[128],-1.755,1.073,-3.697,0.317,0.007,0.007,23460.0,12157.0,23489.0,6473.0,1.0
mu_movie[129],-1.306,1.164,-3.503,0.824,0.008,0.009,23579.0,7649.0,23657.0,6359.0,1.0
mu_movie[130],0.842,1.441,-1.918,3.512,0.009,0.014,23005.0,5369.0,23003.0,6963.0,1.0
mu_movie[131],-9.534,1.319,-11.998,-7.053,0.008,0.006,28367.0,26770.0,28277.0,6934.0,1.0
mu_movie[132],-3.168,0.988,-4.938,-1.253,0.006,0.005,24413.0,19282.0,24537.0,7502.0,1.0
mu_movie[133],-0.239,1.083,-2.314,1.773,0.007,0.013,25508.0,3712.0,25520.0,6690.0,1.0
mu_movie[134],-5.204,1.273,-7.634,-2.876,0.008,0.006,26187.0,23463.0,26266.0,6866.0,1.0
mu_movie[135],0.961,1.152,-1.148,3.183,0.007,0.01,27163.0,6904.0,27210.0,6958.0,1.0
mu_movie[136],-6.236,1.17,-8.388,-3.966,0.007,0.005,24523.0,22831.0,24537.0,6785.0,1.0
mu_movie[137],-8.799,1.213,-11.044,-6.495,0.007,0.005,27524.0,24951.0,27501.0,5965.0,1.0
mu_movie[138],-7.461,1.241,-9.867,-5.198,0.008,0.006,27021.0,25314.0,26984.0,6485.0,1.0
mu_movie[139],-2.686,1.091,-4.73,-0.621,0.007,0.006,22097.0,14915.0,22091.0,6597.0,1.0
mu_movie[140],-1.113,1.263,-3.422,1.265,0.008,0.01,25670.0,7778.0,25661.0,7376.0,1.0
mu_movie[141],-4.943,1.19,-7.214,-2.736,0.008,0.006,22345.0,19138.0,22322.0,7191.0,1.0
mu_movie[142],-3.784,1.121,-5.916,-1.716,0.008,0.006,20806.0,16912.0,20797.0,6993.0,1.0
mu_movie[143],-7.128,1.166,-9.275,-4.899,0.007,0.006,24472.0,22175.0,24494.0,7468.0,1.0
mu_movie[144],-5.135,1.082,-7.122,-3.082,0.007,0.005,25585.0,22757.0,25598.0,6289.0,1.0
mu_movie[145],-6.012,1.23,-8.392,-3.817,0.007,0.006,26980.0,24108.0,26962.0,7385.0,1.0
mu_movie[146],-3.764,1.259,-6.052,-1.281,0.008,0.007,24228.0,18652.0,24196.0,6706.0,1.0
mu_movie[147],-1.105,1.149,-3.26,1.033,0.007,0.009,27262.0,7646.0,27402.0,6745.0,1.0
mu_movie[148],-6.101,1.127,-8.264,-4.073,0.007,0.005,26693.0,23895.0,26727.0,6874.0,1.0
mu_movie[149],-2.875,1.135,-5.104,-0.81,0.007,0.006,28287.0,18501.0,28198.0,6685.0,1.0
mu_movie[150],-3.672,1.253,-6.042,-1.333,0.008,0.006,26647.0,20108.0,26573.0,6373.0,1.0
mu_movie[151],-5.023,1.517,-7.817,-2.115,0.009,0.008,25852.0,19094.0,25857.0,6571.0,1.0
mu_movie[152],-2.075,1.246,-4.422,0.237,0.008,0.008,24104.0,13144.0,24082.0,6420.0,1.0
mu_movie[153],-5.257,1.129,-7.366,-3.138,0.007,0.006,23543.0,20912.0,23588.0,6751.0,1.0
mu_movie[154],-2.719,1.331,-5.216,-0.229,0.008,0.008,26784.0,15031.0,26763.0,6728.0,1.0
mu_movie[155],0.716,1.171,-1.466,2.916,0.007,0.011,25793.0,5323.0,25739.0,6909.0,1.0
mu_movie[156],-2.35,1.211,-4.539,-0.032,0.008,0.007,25092.0,14242.0,25056.0,7086.0,1.0
mu_movie[157],-5.3,1.169,-7.435,-3.046,0.007,0.006,25135.0,21386.0,25053.0,6293.0,1.0
mu_movie[158],3.736,0.954,2.02,5.577,0.006,0.005,23013.0,19775.0,23003.0,7389.0,1.0
mu_movie[159],-8.227,1.103,-10.267,-6.12,0.007,0.005,23241.0,21501.0,23255.0,6813.0,1.0
mu_movie[160],-3.299,1.128,-5.351,-1.089,0.007,0.006,23798.0,19114.0,23852.0,6351.0,1.0
mu_movie[161],-0.838,1.19,-3.103,1.348,0.007,0.011,27465.0,5571.0,27499.0,6915.0,1.0
mu_movie[162],-6.465,1.225,-8.815,-4.252,0.007,0.006,28896.0,24189.0,28789.0,6096.0,1.0
mu_movie[163],-0.102,2.181,-4.084,4.091,0.015,0.025,20532.0,3886.0,20443.0,7102.0,1.0
mu_movie[164],-2.925,1.374,-5.451,-0.288,0.009,0.008,25693.0,15852.0,25711.0,7054.0,1.0
mu_movie[165],-4.978,1.363,-7.649,-2.526,0.008,0.007,26520.0,21002.0,25838.0,7145.0,1.0
mu_movie[166],-0.203,1.398,-2.869,2.41,0.008,0.019,28500.0,2818.0,28510.0,6054.0,1.0
mu_movie[167],0.271,1.142,-1.981,2.295,0.007,0.013,26599.0,4167.0,26666.0,7374.0,1.0
mu_movie[168],-0.807,1.094,-2.831,1.264,0.006,0.01,29068.0,6473.0,28960.0,7184.0,1.0
mu_movie[169],-2.589,1.148,-4.721,-0.399,0.007,0.006,24372.0,16043.0,24545.0,7398.0,1.0
mu_movie[170],-0.698,1.083,-2.698,1.364,0.008,0.01,20650.0,5378.0,20645.0,7117.0,1.0
mu_movie[171],-3.822,1.126,-6.053,-1.828,0.007,0.006,24612.0,19099.0,24566.0,6903.0,1.0
mu_movie[172],-2.871,1.174,-5.067,-0.632,0.007,0.006,26799.0,17824.0,26760.0,6083.0,1.0
mu_movie[173],-1.233,1.385,-3.822,1.359,0.008,0.012,26823.0,6833.0,26857.0,6892.0,1.0
mu_movie[174],-6.023,1.162,-8.111,-3.723,0.007,0.005,29087.0,26845.0,29132.0,6400.0,1.0
mu_movie[175],-3.982,1.245,-6.444,-1.762,0.007,0.006,28521.0,20388.0,28613.0,6469.0,1.0
mu_movie[176],-8.083,1.091,-10.227,-6.097,0.007,0.005,21430.0,19900.0,21441.0,6116.0,1.0
mu_movie[177],-3.69,1.057,-5.69,-1.694,0.007,0.005,23610.0,19664.0,23620.0,7701.0,1.0
mu_movie[178],-5.396,1.098,-7.431,-3.289,0.007,0.005,25226.0,21841.0,25203.0,6689.0,1.0
mu_movie[179],-0.206,0.98,-2.127,1.532,0.006,0.011,26499.0,3818.0,26417.0,6950.0,1.0
mu_movie[180],-5.221,1.174,-7.352,-2.959,0.007,0.006,25675.0,21996.0,25684.0,6775.0,1.0
mu_movie[181],-6.238,1.166,-8.404,-4.038,0.008,0.006,21712.0,20107.0,21662.0,7186.0,1.0
mu_movie[182],-5.764,1.263,-8.179,-3.49,0.008,0.006,23432.0,20629.0,23376.0,6610.0,1.0
mu_movie[183],-2.949,1.257,-5.297,-0.613,0.008,0.007,26009.0,18212.0,26166.0,7158.0,1.0
mu_movie[184],-5.321,1.233,-7.644,-3.063,0.008,0.006,22122.0,18795.0,22106.0,5998.0,1.0
mu_movie[185],-1.069,1.129,-3.23,1.032,0.007,0.009,23840.0,7936.0,23891.0,6985.0,1.0
mu_movie[186],-1.473,1.174,-3.622,0.791,0.008,0.009,23248.0,9329.0,23215.0,6723.0,1.0
mu_movie[187],-3.886,1.303,-6.384,-1.495,0.008,0.007,27387.0,19198.0,27318.0,7080.0,1.0
mu_movie[188],-3.822,1.547,-6.686,-0.808,0.009,0.008,29501.0,17744.0,29397.0,6030.0,1.0
mu_movie[189],-4.857,1.099,-6.994,-2.837,0.007,0.005,24489.0,21465.0,24307.0,6506.0,1.0
mu_movie[190],-6.777,1.3,-9.264,-4.389,0.009,0.007,21737.0,18717.0,21741.0,6052.0,1.0
mu_movie[191],-2.614,0.95,-4.46,-0.857,0.006,0.005,22989.0,18367.0,22916.0,7540.0,1.0
mu_movie[192],-3.854,1.315,-6.435,-1.492,0.009,0.007,22800.0,18217.0,22738.0,6903.0,1.0
mu_movie[193],-2.561,1.054,-4.55,-0.59,0.007,0.006,24593.0,15185.0,24687.0,7333.0,1.0
mu_movie[194],-1.626,0.954,-3.424,0.188,0.006,0.006,22028.0,12112.0,22017.0,7039.0,1.0
mu_movie[195],-5.93,1.385,-8.556,-3.411,0.009,0.007,26344.0,22599.0,26300.0,6981.0,1.0
mu_movie[196],-4.368,1.04,-6.204,-2.309,0.007,0.005,24420.0,20585.0,24456.0,7084.0,1.0
mu_movie[197],-0.057,1.085,-2.173,1.923,0.007,0.013,25864.0,3360.0,25934.0,6204.0,1.0
mu_movie[198],-4.927,1.464,-7.754,-2.258,0.009,0.007,24183.0,19192.0,24244.0,7099.0,1.0
mu_movie[199],-2.966,1.791,-6.265,0.483,0.011,0.011,24626.0,12808.0,24544.0,6993.0,1.0
sigma_movie,4.352,0.061,4.241,4.467,0.0,0.0,19451.0,19451.0,19410.0,8288.0,1.0
